img_url	title	year	kind	KMRB	genre	country	cast	director	runtime(min)	provider
레퀴엠_RequiemForADream.jpg	레퀴엠(Requiem For A Dream)	2000	movie	청소년관람불가	['드라마']	['미국']	['엘렌 버스틴', '자레드 레토', '제니퍼 코넬리', '말론 웨이언스', '크리스토퍼 맥도날드', '루이즈 라세', '키스 데이빗']	['대런 아로노프스키']	100	['왓챠', '쿠팡플레이']
원스_어폰_어_타임_인_아메리카_OnceUponATimeInAmerica.jpg	원스 어폰 어 타임 인 아메리카(Once Upon A Time In America)	1984	movie	청소년관람불가	['액션', '범죄']	['미국', '이탈리아']	['로버트 드 니로', '제임스 우즈', '제니퍼 코넬리', '엘리자베스 맥거번', '조 페시', '버트 영', '튜즈데이 웰드']	['세르지오 레오네']	251	['웨이브', '티빙', '왓챠']
리미트리스_Limitless.jpg	리미트리스(Limitless)	2011	movie	15세이상관람가	['액션', '스릴러', '미스터리']	['미국']	['브래들리 쿠퍼', '애비 코니쉬', '로버트 드 니로', '안나 프릴 ', '앤드류 하워드', '조니 휘트워스', '토마스 아라나']	['닐 버거']	105	['왓챠']
런_Run.jpg	런(Run)	2020	movie	15세이상관람가	['스릴러', '미스터리', '공포(호러)']	['미국']	['사라 폴슨', '키이라 앨런', '팻 힐리 ', '오나리 아메스', '에릭 아타베일', '사라 손']	['아니쉬 차간티']	90	['왓챠', 'seezn']
배드_지니어스_BadGenius.jpg	배드 지니어스(Bad Genius)	2017	movie	15세이상관람가	['스릴러']	['태국']	['추티몬 추엥차로엔수키잉 ', '차논 산티네톤쿨 ', '에이샤 호수완 ', '티라돈 수파펀핀요 ', '파신 쿠안사타폰 ', '타네 와라카누크로 ', '사하작 본다나킷 ']	['나타우트 푼프리야']	130	['넷플릭스', '왓챠']
이집트_왕자_THePrinceOfEgypt.jpg	이집트 왕자(THe Prince Of Egypt)	1998	movie	전체관람가	['어드벤처(모험)', '가족', '애니메이션']	['미국']	['산드라 블록', '랄프 파인즈', '발 킬머', '대니 글로버', '제프 골드브럼']	['브렌다 채프먼', '스티브 히크너', '사이먼 웰스']	99	['넷플릭스']
클로저_Closer.jpg	클로저(Closer)	2004	movie	청소년관람불가	['멜로/로맨스']	['미국']	['나탈리 포트만', '주드 로 ', '줄리아 로버츠', '클라이브 오웬']	['마이크 니콜스']	103	['왓챠', '쿠팡플레이', 'seezn']
베리드_Buried.jpg	베리드(Buried)	2010	movie	15세이상관람가	['드라마', '스릴러', '미스터리']	['스페인']	['라이언 레이놀즈', '호세 루이스 가르시아 페레즈', '로버트 패터슨', '스티븐 토보로스키', '사만다 마티스', '이바나 미노', '워너 러플린']	['로드리고 코르테스']	95	['티빙', '왓챠']
열혈사제_TheFieryPriest.jpg	열혈사제(The Fiery Priest)	2019	TV	15세이상관람가	['코미디', '액션', '서스펜스']	['한국']	['김남길', '김성균', '이하늬', '고준', '금새록', '정영주', '김형묵']	['이명우']		['웨이브', '왓챠', '쿠팡플레이']
아는_여자_SomeoneSpecial.jpg	아는 여자(Someone Special)	2004	movie	15세이상관람가	['드라마', '코미디', '멜로/로맨스']	['한국']	['정재영', '이나영', '장영남', '오승현', '정규수', '박준서', '조덕현']	['장진']	107	['티빙', '왓챠', '쿠팡플레이']
블루_재스민_BlueJasmine.jpg	블루 재스민(Blue Jasmine)	2013	movie	15세이상관람가	['드라마', '코미디']	['미국']	['케이트 블란쳇 ', '알렉 볼드윈 ', '샐리 호킨스', '바비 카나베일 ', '피터 사스가드', '루이스 C.K.', '맥스 카셀라']	['우디 앨런']	98	['넷플릭스', '웨이브', '왓챠', '쿠팡플레이']
툴리_Tully.jpg	툴리(Tully)	2018	movie	15세이상관람가	['드라마']	['미국']	['샤를리즈 테론', '맥켄지 데이비스', '론 리빙스턴', '마크 듀플라스', '리아 프랭클랜드', '애셔 마일스 팔리카', '일레인 탄']	['제이슨 라이트맨']	95	['넷플릭스', '웨이브']
찬실이는_복도_많지_LUCKYCHANSIL.jpg	찬실이는 복도 많지(LUCKY CHAN-SIL)	2019	movie	전체관람가	['드라마']	['한국']	['강말금', '윤여정', '김영민', '윤승아', '배유람']	['김초희']	96	['넷플릭스', '티빙', '쿠팡플레이']
이탈리안_잡_TheItalianJob.jpg	이탈리안 잡(The Italian Job)	2003	movie	15세이상관람가	['액션', '범죄']	['미국', '영국', '프랑스']	['마크 월버그 ', '샤를리즈 테론', '에드워드 노튼', '세스 그린', '제이슨 스타뎀 ', '모스 데프', '프랭키 G']	['F. 게리 그레이']	103	['티빙']
굿_플레이스_시즌_4_TheGoodPlace.jpg	굿 플레이스 시즌 4(The Good Place)	2019	TV	청소년관람불가	['드라마', '코미디', '판타지']	['미국']	['크리스틴 벨', '테드 댄슨', '윌리엄 잭슨 하퍼', '자밀라 자밀']	['마이클 슈어']		['넷플릭스']
프로듀사_.jpg	프로듀사()	2015	TV	15세이상관람가	['드라마']	['한국']	['차태현', '공효진']	['표민수', '서수민', '박찬율', '이동훈', '심재현', '양혁']		['웨이브', '왓챠', '쿠팡플레이']
데몰리션_Demolition.jpg	데몰리션(Demolition)	2015	movie	청소년관람불가	['드라마']	['미국']	['제이크 질렌할', '헤더 린드', '나오미 왓츠 ', '크리스 쿠퍼 ', '폴리 드래퍼', '브렌단 둘링', '웨스 스티븐스']	['장 마크 발레']	100	['넷플릭스', '티빙', '왓챠']
아이언_자이언트_TheIronGiant.jpg	아이언 자이언트(The Iron Giant)	1999	movie	전체관람가	['액션', '가족', 'SF', '애니메이션']	['미국']	['제니퍼 애니스톤', '빈 디젤 ', '엘리 마리엔탈', '크리스토퍼 맥도날드', '해리 코닉 주니어', '제임스 가먼', '존 마호니']	['브래드 버드']	86	['왓챠']
시_Poetry.jpg	시(Poetry)	2010	movie	15세이상관람가	['드라마']	['한국']	['윤정희', '이다윗', '김희라', '안내상', '김용택', '장혜진']	['이창동']	139	['왓챠']
똥파리_Breathless.jpg	똥파리(Breathless)	2008	movie	청소년관람불가	['드라마']	['한국']	['양익준', '김꽃비', '이환', '박정순', '이승연', '김희수', '이진숙']	['양익준']	130	['웨이브', '왓챠']
지금은맞고그때는틀리다_RightNowWrongThen.jpg	지금은맞고그때는틀리다(Right Now, Wrong Then)	2015	movie	청소년관람불가	['드라마']	['한국']	['정재영', '김민희', '윤여정', '기주봉', '유준상', '서영화', '고아성']	['홍상수']	121	['웨이브']
더_문_Moon.jpg	더 문(Moon)	2009	movie	12세이상관람가	['스릴러', '미스터리', 'SF']	['영국']	['샘 록웰', '케빈 스페이시', '로빈 초크', '도미니크 맥엘리곳', '카야 스코델라리오', '말콤 스튜어트', '베네딕 웡 ']	['던칸 존스']	97	['웨이브', '왓챠']
치아문난난적소시광_우리의_따뜻했던_시절에게_PutYourHeadonMyShoulder.jpg	치아문난난적소시광: 우리의 따뜻했던 시절에게(Put Your Head on My Shoulder)	2019	TV	15세이상관람가	['코미디', '멜로/로맨스']	['중국']	['싱페이', '린이']	['주동닝']		['넷플릭스', '웨이브', '티빙', '왓챠', '쿠팡플레이']
거침없이_하이킥_HighKick.jpg	거침없이 하이킥(High Kick!)	2006	TV	15세이상관람가	['코미디']	['한국']	['이순재', '박민영', '나문희', '박해미', '정준하', '김혜성', '정일우']	['김병욱']		['웨이브', '왓챠', 'seezn']
접속_TheContact.jpg	접속(The Contact)	1997	movie	15세이상관람가	['드라마', '멜로/로맨스']	['한국']	['한석규', '전도연', '박용수', '추상미', '김태우', '강민영']	['장윤현']	104	['넷플릭스', '웨이브', '티빙', '왓챠', 'seezn']
옥희의_영화_OkisMovie.jpg	옥희의 영화(Oki's Movie)	2010	movie	청소년관람불가	['드라마']	['한국']	['정유미', '이선균', '문성근', '서영화', '송기형', '조성덕', '백정림']	['홍상수']	80	['넷플릭스']
프라이멀_피어_PrimalFear.jpg	프라이멀 피어(Primal Fear)	1996	movie	청소년관람불가	['스릴러']	['미국']	['리차드 기어', '로라 리니', '프란시스 맥도맨드', '존 마호니', '에드워드 노튼', '알프리 우다드', '테리 오퀸']	['그레고리 호블릿']	130	['왓챠']
로보캅_Robocop.jpg	로보캅(Robocop)	1987	movie	15세이상관람가	['액션', '범죄', 'SF']	['미국']	['피터 웰러', '낸시 알렌', '댄 오헐리히', '로니 콕스', '커트우드 스미스', '미겔 페레', '로버트 도퀴']	['폴 버호벤']	102	['웨이브', '왓챠']
트라이얼_오브_더_시카고_7_TheTrialoftheChicago7.jpg	트라이얼 오브 더 시카고 7(The Trial of the Chicago 7)	2020	movie	청소년관람불가	['드라마', '스릴러', '서사']	['미국', '영국', '인도']	['야히아 압둘 마틴 2세', '조셉 고든 레빗', '제레미 스트롱', '에디 레드메인 ', '알렉스 샤프', '사챠 바론 코헨 ', '마크 라이런스 ']	['아론 소킨']	129	['넷플릭스']
서유기_2__선리기연_AChineseOdysseyPartTwoCinderella.jpg	서유기 2 - 선리기연(A Chinese Odyssey Part Two - Cinderella)	1994	movie	15세이상관람가	['코미디']	['홍콩']	['주성치', '주인', '유진위', '나가영', '남결영', '채소분', '막문위']	['유진위']	99	['넷플릭스', '웨이브', '티빙', '왓챠']
커피프린스_1호점_.jpg	커피프린스 1호점()	2007	TV	15세이상관람가	['드라마']	['한국']	['공유', '윤은혜', '이선균', '채정안', '김창완', '김동욱', '김재욱']	['이윤정']		['웨이브', '왓챠', '쿠팡플레이', 'seezn']
블랙_미러_시즌2_BlackMirror.jpg	블랙 미러 시즌2(Black Mirror)	2013	TV	청소년관람불가	['스릴러', 'SF']	['영국']	['헤일리 앳웰 ', '도널 글리슨', '클레어 키란', '레노라 크릭클로우', '마이클 스마일리 ', '튜펜스 미들턴', '토비어스 멘지스']	['오웬 해리스']		['넷플릭스']
